nconst,primaryName
nm0174374,Bill Condon
nm0175305,Kevin Connolly
nm0175428,Kevin Connor
nm0175726,Steve Conrad
nm0175730,David Worth
nm0175775,Kerry Conran
nm0175916,Paddy Considine
nm0176699,Jack Conway
nm0176905,Barry Cook
nm0177015,Donovan Cook
nm0177170,Lorna Cook
nm0177637,Greg Coolidge
nm0177896,Bradley Cooper
nm0178260,Merian C. Cooper
nm0178376,Scott Cooper
nm0178880,Eleanor Coppola
nm0178886,Gia Coppola
nm0178997,Frank Coraci
nm0179023,Coralie Trinh Thi
nm0179221,Anton Corbijn
nm0179281,Sergio Corbucci
nm0179542,Sebastián Cordero
nm0179697,Ericson Core
nm0180257,John Cornell
nm0180428,Joe Cornish
nm0180912,Michael Corrente
nm0181579,Rodrigo Cortés
nm0181741,Don Coscarelli
nm0181902,George P. Cosmatos
nm0181903,Panos Cosmatos
nm0183183,William Cottrell
nm0184323,Bill Couturié
nm0184947,C. Jay Cox
nm0185063,James Cox
nm0185848,Eli Craig
nm0187769,Charles Crichton
nm0187981,Donald Crisp
nm0188165,Michael Cristofer
nm0188722,Brandon Cronenberg
nm0189076,Alan Crosland
nm0190780,Gabor Csupo
nm0190859,Alfonso Cuarón
nm0190860,Carlos Cuarón
nm0190861,Jonás Cuarón
nm0191109,José Luis Cuerda
nm0191147,Michael Cuesta
nm0191502,Mark Cullen
nm0191712,R.J. Cutler
nm0191717,Jill Culton
nm0192090,Rusty Cundieff
nm0192289,David L. Cunningham
nm0192446,Sean S. Cunningham
nm0192478,Kat Coiro
nm0192845,John Curran
nm0192933,Andrew Currie
nm0192984,Paul Currie
nm0193303,Dan Curtis
nm0193485,Richard Curtis
nm0193508,Simon Curtis
nm0193554,Vondie Curtis-Hall
nm0193838,Dan Cutforth
nm0194018,Jack Cutting
nm0195264,Frank D'Angelo
nm0195496,Harry d'Abbadie d'Arrast
nm0196536,Morton DaCosta
nm0196860,Olivier Dahan
nm0197636,Stephen Daldry
nm0197855,John Francis Daley
nm0198472,Lance Daly
nm0198755,Michael Damian
nm0198765,Damiano Damiani
nm0199381,Georgiy Daneliya
nm0199722,Rod Daniel
nm0200005,Lee Daniels
nm0200192,Tage Danielsson
nm0200380,Brian Dannelly
nm0200452,Paul Dano
nm0200702,Dany Boon
nm0200978,Jonathan Darby
nm0201061,Kieran Darcy-Smith
nm0201094,Jean-Pierre Dardenne
nm0201095,Luc Dardenne
nm0201283,Gregory Dark
nm0201304,Gregory Poirier
nm0201509,Eric Darnell
nm0202088,Jules Dassin
nm0202681,Delmer Daves
nm0203246,Boaz Davidson
nm0203993,Terence Davies
nm0204190,Arthur Davis
nm0204471,Desmond Davis
nm0204628,Garth Davis
nm0204884,John A. Davis
nm0205157,Michael Davis
nm0205169,Mick Davis
nm0205542,Tamra Davis
nm0206760,Jonathan Dayton
nm0207357,John De Bello
nm0208343,Raymond De Felitta
nm0208854,Rolf de Heer
nm0208923,Steve De Jarnatt
nm0210320,Kirk DeMicco
nm0211823,Steven E. de Souza
nm0211964,André De Toth
nm0213100,William Dear
nm0213136,Basil Dearden
nm0213139,James Dearden
nm0213340,Michel Debats
nm0213450,Dean DeBlois
nm0213726,Tom DeCerchio
nm0214036,Ed Decter
nm0214618,Bavo Defurne
nm0215269,Fred Dekker
nm0215299,Steven S. DeKnight
nm0215455,Ronnie Del Carmen
nm0216214,Camille Delamarre
nm0218450,Paul Demeyer
nm0218547,Zeki Demirkubuz
nm0218621,James DeMonaco
nm0218840,Jacques Demy
nm0219136,Claire Denis
nm0219959,Ruggero Deodato
nm0220240,Eugenio Derbez
nm0220600,Scott Derrickson
nm0221133,Mike de Seve
nm0221423,Brian Desmond Hurst
nm0221591,Virginie Despentes
nm0221662,Alain Desrochers
nm0222043,Howard Deutch
nm0222150,Prabhu Deva
nm0222426,Ajay Devgn
nm0222427,Anil Devgan
nm0223359,Tom Dey
nm0223522,David Dhawan
nm0223606,Tigmanshu Dhulia
nm0224145,Denise Di Novi
nm0224191,Dario Piana
nm0224331,Andrea Di Stefano
nm0224683,Matthew Diamond
nm0225269,Kirby Dick
nm0225416,Ernest R. Dickerson
nm0226016,Mike van Diem
nm0226148,Trygve Allister Diesen
nm0226189,William Dieterle
nm0227187,David Schmoeller
nm0227540,Mark Dindal
nm0227576,Paul Dinello
nm0227625,Sheng Ding
nm0228147,Mark A.Z. Dippé
nm0228262,Mark DiSalle
nm0228542,Christian Ditter
nm0229424,Edward Dmytryk
nm0229544,Darren Doane
nm0229694,David Dobkin
nm0230032,Pete Docter
nm0230666,Walt Dohrn
nm0230859,Xavier Dolan
nm0231190,Bob Dolman
nm0231596,Andrew Dominik
nm0232504,Tung-Shing Yee
nm0232795,Clive Donner
nm0232858,Mary Agnes Donoghue
nm0233078,Brett Donowho
nm0233757,Jaco Van Dormael
nm0234780,Ziad Doueiri
nm0234893,Russell S. Doughten Jr.
nm0235066,Gordon Douglas
nm0235719,John Erick Dowdle
nm0235770,John Dower
nm0236226,Michael Dowse
nm0236313,Christopher Doyle
nm0236729,Srdjan Dragojevic
nm0236769,Stan Dragoti
nm0236930,Jim Drake
nm0237292,Anthony Drazan
nm0238841,Don Mancini
nm0238865,Frederik Du Chau
nm0239001,Fabrice du Welz
nm0240196,Michael Dudok de Wit
nm0240627,Troy Duffy
nm0240797,Dennis Dugan
nm0240995,Christian Duguay
nm0241090,John Duigan
nm0241121,Jean Dujardin
nm0242271,Duwayne Dunham
nm0242757,Sam Dunn
nm0242945,George Dunning
nm0243191,François Dupeyron
nm0243231,Jay Duplass
nm0243233,Mark Duplass
nm0244892,J.P. Dutta
nm0245385,Allan Dwan
nm0245888,Jesse Dylan
nm0246037,Jeremy Dyson
nm0246503,Agustín Díaz Yanes
nm0248054,Thom Eberhardt
nm0248495,Gary Eck
nm0248942,Uli Edel
nm0249291,Joel Edgerton
nm0249528,Adrian Edmondson
nm0249897,Cory Edwards
nm0250410,Todd Edwards
nm0251027,Ertem Egilmez
nm0252135,Breck Eisner
nm0252230,Chiwetel Ejiofor
nm0253323,Harry Elfont
nm0253819,Ellory Elkayem
nm0253899,Tom Elkins
nm0254120,Doug Ellin
nm0254178,Adam Elliot
nm0254213,David Elliot
nm0254632,Stephan Elliott
nm0254660,Tony Elliott
nm0254675,John Elliotte
nm0254786,David R. Ellis
nm0255411,Jonas Elmer
nm0256831,Cy Endfield
nm0257373,Kurt Engfehr
nm0257554,Michael Engler
nm0257606,Diane English
nm0257646,Jonathan English
nm0258066,Félix Enríquez Alcalá
nm0258221,Ildikó Enyedi
nm0258418,Adam Jay Epstein
nm0258531,Rob Epstein
nm0258784,Yilmaz Erdogan
nm0258977,Víctor Erice
nm0261840,Luis Estrada
nm0262595,Bruce A. Evans
nm0262635,Chris Evans
nm0262678,David Evans
nm0262693,David Mickey Evans
nm0263009,Marc Evans
nm0264220,Chris Eyre
nm0264236,Richard Eyre
nm0265363,Peter Faiman
nm0265852,Philippe Falardeau
nm0266255,Jun Falkenstein
nm0266302,Jim Fall
nm0266622,Rick Famuyiwa
nm0266777,Stefen Fangmeier
nm0267244,Josef Fares
nm0267287,Coralie Fargeat
nm0267309,James Fargo
nm0267497,Julian Farino
nm0267512,Valerie Faris
nm0268380,Peter Farrelly
nm0268513,John Farrow
nm0269463,Jon Favreau
nm0269502,John Fawcett
nm0269542,Nat Faxon
nm0269778,Fazil
nm0270263,Brian Fee
nm0271246,Jean-Loup Felicioli
nm0271402,Sam Fell
nm0271815,Xiaogang Feng
nm0272568,Norman Ferguson
nm0272704,Guy Ferland
nm0274659,Marco Ferreri
nm0275244,Larry Fessenden
nm0275250,Javier Fesser
nm0275277,Shana Feste
nm0275286,David S. Goyer
nm0275418,Jeff Feuerzeig
nm0275629,Glenn Ficarra
nm0275698,Andy Fickman
nm0276062,Todd Field
nm0276169,Tom Holland
nm0276349,Shane Meadows
nm0277342,Michael Fimognari
nm0277946,Ken Finkleman
nm0278181,Will Finn
nm0278447,Robert Fiore
nm0278735,Sam Firstenberg
nm0279441,Darren Paul Fisher
nm0279729,Paul Fisher
nm0279807,Terence Fisher
nm0280745,Stefan Fjeldmark
nm0280814,Jennifer Flackett
nm0280901,Paul Flaherty
nm0280904,Robert J. Flaherty
nm0281381,Fred Fleck
nm0281396,Ryan Fleck
nm0281507,Richard Fleischer
nm0281508,Ruben Fleischer
nm0281598,Andrew Fleming
nm0281808,Victor Fleming
nm0281869,Rodman Flender
nm0281945,Anne Fletcher
nm0282027,Jack Fletcher
nm0282064,Mandie Fletcher
nm0282425,Peter Flinth
nm0282708,Isaac Florentine
nm0282921,Phil Flores
nm0283500,John Flynn
nm0283810,Stéphane Foenkinos
nm0283816,Anna Foerster
nm0284308,Sheree Folkson
nm0284369,Ari Folman
nm0284503,Marcello Fondato
nm0284524,Naomi Foner
nm0284774,Anne Fontaine
nm0285302,Bryan Forbes
nm0285379,Maya Forbes
nm0285683,Howard J. Ford
nm0286207,Gábor Forgács
nm0286975,Marc Forster
nm0287025,Bill Forsyth
nm0287082,Abe Forsythe
nm0287198,John Fortenberry
nm0287836,Harve Foster
nm0288144,Alastair Fothergill
nm0289576,Claudio Fragasso
nm0290118,Coleman Francis
nm0290556,James Franco
nm0290802,Georges Franju
nm0291035,Melvin Frank
nm0291082,Scott Frank
nm0291205,David Frankel
nm0291442,Howard Franklin
nm0291548,Sidney Franklin
nm0292419,James Frawley
nm0294379,Juan Carlos Fresnadillo
nm0294457,Thor Freudenthal
nm0294505,Bart Freundlich
nm0294825,Ron Fricke
nm0294997,Jason Friedberg
nm0295007,Rick Friedberg
nm0295107,Liz Friedlander
nm0295243,Jeffrey Friedman
nm0296861,E. Max Frye
nm0297523,Robert Fuest
nm0297846,Toshiya Fujita
nm0297934,Kenta Fukasaku
nm0297935,Kinji Fukasaku
nm0298132,Lee Fulkerson
nm0298488,Keith Fulton
nm0298807,Antoine Fuqua
nm0299134,Jorge Furtado
nm0299563,Tim Fywell
nm0299603,Claudio Fäh
nm0300015,Shainee Gabel
nm0300174,Levan Gabriadze
nm0300265,Mike Gabriel
nm0300866,Stephen Gaghan
nm0300944,Alain Gagnol
nm0301145,Leonid Gaidai
nm0301826,Bob Gale
nm0302778,Joel Gallen
nm0302780,Florian Gallenberger
nm0303032,George Gallo
nm0303902,Damon Gameau
nm0304091,Nisha Ganatra
nm0304395,Charles T. Kanganis
nm0304432,Bobs Gannaway
nm0304521,Christophe Gans
nm0304541,Dennis Gansel
nm0304830,Robert Ben Garant
nm0305017,Liz Garbus
nm0305405,Risa Bramon Garcia
nm0305563,Adrian Garcia Bogliano
nm0307497,Alex Garland
nm0307819,Tay Garnett
nm0308260,Tim Garrick
nm0308376,Mick Garris
nm0308498,Sean Garrity
nm0308520,Matteo Garrone
nm0309163,Louis J. Gasnier
nm0309382,Leon Gast
nm0309691,John Gatins
nm0310673,Sarah Gavron
nm0310747,Cesc Gay
nm0312173,David Gelb
nm0312315,Hugo Gélin
nm0313227,Henrik Ruben Genz
nm0313295,Ted Geoghegan
nm0313623,Terry George
nm0314584,Pietro Germi
nm0314671,Clyde Geronimi
nm0315041,Ricky Gervais
nm0315065,Sacha Gervasi
nm0315842,Bahman Ghobadi
nm0316795,Alex Gibney
nm0317368,Adam Gierasch
nm0317487,Ellen Hovde
nm0317638,Tony Giglio
nm0317834,Mateo Gil
nm0317981,Brian Gilbert
nm0318150,Lewis Gilbert
nm0318795,Stuart Gillard
nm0318916,Craig Gillespie
nm0318947,Jim Gillespie
nm0319213,Vince Gilligan
nm0319659,Dan Gilroy
nm0320285,Marco Tullio Giordana
nm0320660,François Girard
nm0320833,Jean Girault
nm0322128,Lesli Linka Glatter
nm0322144,Richard Glatzer
nm0322242,Jonathan Glazer
nm0322368,Francis Glebas
nm0322515,John Glen
nm0322706,Peter Glenville
nm0322865,Arne Glimcher
nm0323239,Will Gluck
nm0323787,Gary Goddard
nm0324521,Kevin Goetz
nm0324875,Menahem Golan
nm0325196,Eric Goldberg
nm0325204,Gary David Goldberg
nm0325214,Harris Goldberg
nm0325358,Mark Goldblatt
nm0325533,Michael Goldenberg
nm0325776,Gary Goldman
nm0325927,Bernie Goldmann
nm0326040,Akiva Goldsman
nm0326161,Allan A. Goldstein
nm0326246,Jonathan Goldstein
nm0326450,Richard Starzak
nm0326740,Srdan Golubovic
nm0327064,Nick Gomez
nm0327273,Michel Gondry
nm0327944,Alejandro G. Iñárritu
nm0329023,Brian Goodman
nm0329650,Nicholaus Goossen
nm0329679,Ray Goossens
nm0329755,Chris Gorak
nm0330057,Bryan Gordon
nm0330140,Dennie Gordon
nm0330347,Josh Gordon
nm0330360,Keith Gordon
nm0330456,Michael Gordon
nm0330619,Steve Gordon
nm0330687,Joseph Gordon-Levitt
nm0331193,Michael Gornick
nm0331296,Marleen Gorris
nm0331453,René Goscinny
nm0331516,Ryan Gosling
nm0331532,Raja Gosnell
nm0331606,Bob Gosse
nm0331956,Carl Gottlieb
nm0331989,Lisa Gottlieb
nm0331998,Michael Gottlieb
nm0332539,Edmund Goulding
nm0332950,Ashutosh Gowariker
nm0333471,Angel Gracia
nm0333804,Todd Graff
nm0334353,William A. Graham
nm0334787,Michael Grandage
nm0334824,Rodrigo Grande
nm0335138,Debra Granik
nm0335337,Darren Grant
nm0335666,Susannah Grant
nm0336620,F. Gary Gray
nm0336695,James Gray
nm0336726,John Gray
nm0337773,David Gordon Green
nm0338381,Tom Green
nm0338572,Richard Greenberg
nm0338576,Rob Greenberg
nm0339004,Luke Greenfield
nm0339030,Paul Greengrass
nm0339254,Robert Greenwald
nm0339733,Alex Gregory
nm0340436,Kevin Greutert
nm0340958,Alister Grierson
nm0341722,Megan Griffiths
nm0342970,Dave Grohl
nm0343260,Ulu Grosbard
nm0343472,Paul Gross
nm0343713,Seth Grossman
nm0344259,J. Mackye Gruber
nm0344382,Henri Gruel
nm0344496,Adrian Grunberg
nm0345174,Luca Guadagnino
nm0345294,Charles Guard
nm0345307,Thomas Guard
nm0345615,Christian Gudegast
nm0346436,Val Guest
nm0346550,Davis Guggenheim
nm0347086,John Guillermin
nm0347492,Alain Guiraudie
nm0347657,John Gulager
nm0348015,Gunasekhar
nm0348181,James Gunn
nm0348274,Sturla Gunnarsson
nm0348389,Mike Gunther
nm0348495,Sanjay Gupta
nm0349183,Lawrence Guterman
nm0349205,Nick Guthe
nm0349406,Sebastian Gutierrez
nm0350674,György Gát
nm0351410,Serif Gören
nm0351566,Yilmaz Güney
nm0352032,Kamal Haasan
nm0352524,David Hackl
nm0353183,Jeremy Haft
nm0353673,Paul Haggis
nm0353893,Don Hahn
nm0354091,Andrew Haigh
nm0354279,Randa Haines
nm0354286,Richard W. Haines
nm0354691,John Halas
nm0354918,Gregg Hale
nm0355097,Jackie Earle Haley
nm0355181,H.B. Halicki
nm0355699,Jason Hall
nm0355806,Klay Hall
nm0356042,Robert Hall
nm0356502,Karen Harley
nm0356931,Victor Halperin
nm0357453,John Hamburg
nm0357584,Bent Hamer
nm0357607,Robert Hamer
nm0357725,Andy Hamilton
nm0357891,Guy Hamilton
nm0358175,Strathford Hamilton
nm0358327,Nick Hamm
nm0359387,John Lee Hancock
nm0359457,David Hand
nm0359610,Jim Handley
nm0359734,Michael Haneke
nm0360253,William Hanna
nm0361135,Mia Hansen-Løve
nm0362566,Catherine Hardwicke
nm0362736,Robin Hardy
nm0362738,Rod Hardy
nm0362847,Gadi Harel
nm0363214,Jan Harlan
nm0363553,Robert Harmon
nm0365666,John Harrison
nm0366004,Mary Harron
nm0367431,Anthony Harvey
nm0367538,Grant Harvey
nm0367547,Herk Harvey
nm0368675,Masanori Hata
nm0368871,Henry Hathaway
nm0368906,Bob Hathcock
nm0370911,Blair Hayes
nm0371059,Jamie Uys
nm0371684,David Hayter
nm0371755,Jimmy Hayward
nm0371852,Annette Haywood-Carter
nm0371890,Michel Hazanavicius
nm0371955,Stuart Hazeldine
nm0373154,Rob Hedden
nm0373282,Peter Hedges
nm0373429,T. Hee
nm0373511,Victor Heerman
nm0373571,Kevin Heffernan
nm0373612,Richard T. Heffron
nm0373871,Graham Heid
nm0374048,Matthijs van Heijningen Jr.
nm0375068,Mark Helfrich
nm0375494,Monte Hellman
nm0376006,Anthony Hemingway
nm0376664,Stewart Hendler
nm0376712,Bruce Hendricks
nm0376963,Frank Henenlotter
nm0377066,Kim Henkel
nm0377750,Buck Henry
nm0378144,Jonathan Hensleigh
nm0378660,Michael Herbig
nm0378681,Hans Herbots
nm0378893,Stephen Herek
nm0379179,Mark Herman
nm0379237,Charles Herman-Wurmfeld
nm0379773,Felix Herngren
nm0380705,Rowdy Herrington
nm0380980,Marshall Herskovitz
nm0381116,Don Hertzfeldt
nm0381230,Michael Herz
nm0381273,John Herzfeld
nm0381416,Grant Heslov
nm0381478,Jared Hess
nm0381638,Gordon Hessler
nm0381699,Fraser C. Heston
nm0382072,Peter Hewitt
nm0382584,George Hickenlooper
nm0382776,Anthony Hickox
nm0382779,Douglas Hickox
nm0382956,Scott Hicks
nm0383359,Colin Higgins
nm0383688,Shinji Higuchi
nm0384335,Jack Hill
nm0384722,Tim Hill
nm0384825,John Hillcoat
nm0384862,David Hillenbrand
nm0384863,Scott Hillenbrand
nm0384864,Stephen Hillenburg
nm0385349,Robert Hiltzik
nm0385644,Cheryl Hines
nm0386246,Rajkumar Hirani
nm0386570,Oliver Hirschbiegel
nm0387541,Steven Hoban
nm0387706,Gregory Hoblit
nm0388198,Mike Hodges
nm0388817,Antony Hoffman
nm0389514,David Hogan
nm0389591,P.J. Hogan
nm0390822,Savage Steve Holland
nm0390844,Todd Holland
nm0391502,Hannes Holm
nm0391996,Peggy Holmes
nm0392237,Nicole Holofcener
nm0392319,Marius Holst
nm0393094,Ishirô Honda
nm0393394,Christophe Honoré
nm0393591,Harry Hook
nm0393661,Kevin Hooks
nm0393799,Tom Hooper
nm0394199,Joel Hopkins
nm0394280,Stephen Hopkins
nm0394776,Sherry Hormann
nm0394841,Hans Horn
nm0395262,Israel Horovitz
nm0396074,Mamoru Hosoda
nm0396075,Masahiro Hosoda
nm0396284,Hsiao-Hsien Hou
nm0396421,John Hough
nm0396426,Paul Hough
nm0396884,Robert Houston
nm0397174,Byron Howard
nm0397970,Eric D. Howell
nm0398185,Peter Howitt
nm0398555,Ágnes Hranitzky
nm0398986,George Huang
nm0399524,John Hubley
nm0399630,Menhaj Huda
nm0399655,John Huddles
nm0399737,Reginald Hudlin
nm0399853,Hugh Hudson
nm0400436,Albert Hughes
nm0400441,Allen Hughes
nm0400486,Bronwen Hughes
nm0400731,Ken Hughes
nm0400850,Patrick Hughes
nm0400958,Terry Hughes
nm0401203,Raman Hui
nm0401502,Matt Hullum
nm0402161,André Hunebelle
nm0402365,Bruce Hunt
nm0402563,Pixote Hunt
nm0402597,Peter R. Hunt
nm0402995,Paul Hunter
nm0403038,Simon Hunter
nm0403541,Nick Hurran
nm0404606,Brian G. Hutton
nm0404752,Peter Huyck
nm0404754,Willard Huyck
nm0404882,John Hyams
nm0404931,Paul Hyett
nm0405336,Nicholas Hytner
nm0405374,Hyung-rae Shim
nm0405632,Mikael Håfström
nm0406334,Armando Iannucci
nm0407067,Álex de la Iglesia
nm0407842,Mark Illsley
nm0407992,Im Sang-soo
nm0409791,Indra Kumar
nm0410139,John Irvin
nm0410494,James Isaac
nm0410640,Kris Isacsson
nm0410769,Robert Iscove
nm0411477,Neal Israel
nm0411631,Jûzô Itami
nm0412247,Guillaume Ivernel
nm0412465,James Ivory
nm0412517,Shunji Iwai
nm0413875,Mick Jackson
nm0414144,Wilfred Jackson
nm0414337,Azazel Jacobs
nm0414423,Gregory Jacobs
nm0414728,Jannicke Systad Jacobsen
nm0414795,Andrew Jacobson
nm0414817,David Jacobson
nm0414910,Rick Jacobson
nm0415207,Luc Jacquet
nm0415245,Benoît Jacquot
nm0415333,Just Jaeckin
nm0415714,Thomas Jahn
nm0416945,Steve James
nm0417054,Jerry Jameson
nm0417708,Annabel Jankel
nm0417794,Michael Patrick Jann
nm0418450,Agnès Jaoui
nm0418659,Eugene Jarecki
nm0418883,Kevin Jarre
nm0418982,Julian Jarrold
nm0420112,John Jeffcoat
nm0420422,Christine Jeffs
nm0420746,Guy Jenkin
nm0420941,Patty Jenkins
nm0420982,Tamara Jenkins
nm0421314,Anders Thomas Jensen
nm0421776,Vicky Jenson
nm0422484,Norman Jewison
nm0422552,Prakash Jha
nm0422605,Zhangke Jia
nm0422638,Wen Jiang
nm0422710,Penn Jillette
nm0423333,Phil Joanou
nm0423524,Alejandro Jodorowsky
nm0423626,Rowan Joffe
nm0423646,Roland Joffé
nm0424035,Paul Johansson
nm0424103,Karan Johar
nm0424466,Alan Johnson
nm0424800,Clark Johnson
nm0425244,Hugh Johnson
nm0425364,Jesse V. Johnson
nm0425540,Kenneth Johnson
nm0425756,Mark Steven Johnson
nm0425843,Mike Johnson
nm0425894,Niall Johnson
nm0425957,Patrick Read Johnson
nm0426059,Rian Johnson
nm0426287,Susan Johnson
nm0426333,Tim Johnson
nm0427037,Antti J. Jokinen
nm0427468,Amy Holden Jones
nm0427880,David Hugh Jones
nm0428600,Kirk Jones
nm0428618,L.Q. Jones
nm0428751,Mark Jones
nm0429517,Ate de Jong
nm0429963,Gregor Jordan
nm0431918,Mike Judge
nm0432216,Rupert Julian
nm0432380,Miranda July
nm0432627,Gil Junger
nm0432631,Sebastian Junger
nm0432846,Nathan Juran
nm0433893,K.S. Ravikumar
nm0433895,K.V. Anand
nm0434443,Ján Kadár
nm0435030,Simon Kaijser
nm0435563,Mikhail Kalatozov
nm0435788,Tom Kalin
nm0436284,Scott Kalvert
nm0436780,Makoto Kamiya
nm0436784,Kenji Kamiyama
nm0437526,Shûsuke Kaneko
nm0437596,Jeff Kanew
nm0437625,Kang Je-kyu
nm0437709,Marek Kanievska
nm0437717,Garson Kanin
nm0438090,Asif Kapadia
nm0438226,Deborah Kaplan
nm0438279,Jonathan Kaplan
nm0438394,Yvette Kaplan
nm0438461,Abhishek Kapoor
nm0438494,Rajat Kapoor
nm0438989,Larry Karaszewski
nm0439040,Michael Karbelnikoff
nm0439231,Gerald Kargl
nm0440415,Lawrence Kasanoff
nm0440458,Jake Kasdan
nm0440459,Jonathan Kasdan
nm0440604,Anurag Kashyap
nm0440859,Adam Kassen
nm0440860,Mark Kassen
nm0440913,Mathieu Kassovitz
nm0440914,Peter Kassovitz
nm0441839,Ross Katz
nm0441914,Lee H. Katzin
nm0442109,Charlie Kaufman
nm0442207,Lloyd Kaufman
nm0442241,Philip Kaufman
nm0442287,William Kaufman
nm0442454,Aki Kaurismäki
nm0442479,Satish Kaushik
nm0442905,Naomi Kawase
nm0443181,Stephen Kay
nm0443411,Tony Kaye
nm0443505,Clay Kaytis
nm0444054,Seth Kearsley
nm0444096,David Keating
nm0444244,Abdellatif Kechiche
nm0445033,William Keighley
nm0445129,Alexandra-Therese Keining
nm0446109,David Kellogg
nm0446129,Ray Kellogg
nm0446539,Justin Kelly
nm0446819,Richard Kelly
nm0447583,David Kendall
nm0447863,Christopher Kenneally
nm0447944,Burt Kennedy
nm0448422,Robert Kenner
nm0448757,James Kent
nm0448768,Jennifer Kent
nm0448900,Chris Kentis
nm0448915,Erle C. Kenton
nm0449863,Justin Kerrigan
nm0449984,Irvin Kershner
nm0450194,Alek Keshishian
nm0450387,Stephen Kessler
nm0451076,Franck Khalfoun
nm0451148,Aamir Khan
nm0451155,Ahmed Khan
nm0451170,Arbaaz Khan
nm0451257,Mansoor Khan
nm0451274,Nahnatchka Khan
nm0451326,Sohail Khan
nm0451884,Callie Khouri
nm0452102,Abbas Kiarostami
nm0452319,Beeban Kidron
nm0452607,Fritz Kiersch
nm0453115,Taran Killam
nm0453270,Clare Kilner
nm0453518,Jee-woon Kim
nm0453832,Ward Kimball
nm0454521,Brian King
nm0454771,Henry King
nm0455078,Michael Patrick King
nm0455203,Rob W. King
nm0455394,Zalman King
nm0455741,Jack Kinney
nm0456509,Lee Kirk
nm0456631,Boyd Kirkland
nm0456732,Karey Kirkpatrick
nm0457541,Hiroyuki Kitakubo
nm0457565,Ryûhei Kitamura
nm0458228,Robert Klane
nm0458251,Cédric Klapisch
nm0459170,Randal Kleiser
nm0459552,Elem Klimov
nm0459996,Reinhard Klooss
nm0460033,Elmar Klos
nm0460141,Steve Kloves
nm0460206,Brian Klugman
nm0460534,Brian Knappenberger
nm0462030,Masaki Kobayashi
nm0462076,Tsuneo Kobayashi
nm0462277,Chris Koch
nm0462648,Oja Kodar
nm0462895,David Koepp
nm0463242,Jim Kohlberg
nm0463316,Kunal Kohli
nm0463359,Abby Kohn
nm0463674,Vincent Kok
nm0464115,Eran Kolirin
nm0464804,Satoshi Kon
nm0464846,Andrey Konchalovskiy
nm0464911,Yoshifumi Kondô
nm0465484,Chuck Konzelman
nm0465551,Martin Koolhoven
nm0465932,Barbara Kopple
nm0466099,Alexander Korda
nm0466113,Zoltan Korda
nm0466153,Kore-eda Hirokazu
nm0466349,Baltasar Kormákur
nm0467225,Peter Kosminsky
nm0467396,Henry Koster
nm0467646,Ted Kotcheff
nm0467666,Marek Koterski
nm0467811,Aleksandr Kott
nm0467942,Jim Kouf
nm0468007,Jan Kounen
nm0468169,Dusan Kovacevic
nm0468335,Igor Kovalyov
nm0469557,Jerry Kramer
nm0469694,Wayne Kramer
nm0470323,Ron Krauss
nm0470374,Antoni Krauze
nm0470443,Gérard Krawczyk
nm0471086,Marco Kreuzpaintner
nm0471452,Suresh Krishna
nm0472386,Bill Kroyer
nm0473549,Toshiyuki Kubooka
nm0473936,Kurt Kuenne
nm0473941,Dan Kuenster
nm0474398,Nagesh Kukunoor
nm0474955,Roger Kumble
nm0475905,Kiyoshi Kurosawa
nm0476064,Alex Kurtzman
nm0476071,Robert Kurtzman
nm0476201,Karyn Kusama
nm0476900,Fran Rubel Kuzui
nm0477035,Corey Yuen
nm0477129,Ken Kwapis
nm0477193,Richard Kwietniowski
nm0477213,Chi-Kin Kwok
nm0477597,Dagur Kári
nm0478194,Torsten Künstler
nm0478441,Gregory La Cava
nm0478799,Alexandre de La Patellière
nm0479810,Stephan Lacant
nm0479884,Felipe Lacerda
nm0480677,Ernst Laemmle
nm0480843,John Lafia
nm0481044,Laurent Lafran
nm0481418,Richard LaGravenese
nm0482232,Apoorva Lakhia
nm0482537,René Laloux
nm0482670,Ngai Choi Lam
nm0482681,Ringo Lam
nm0484907,Christopher Landon
nm0485647,Sidney Lanfield
nm0485943,Walter Lang
nm0486627,Thomas Langmann
nm0487166,Yorgos Lanthimos
nm0487237,Walter Lantz
nm0487351,Claude Lanzmann
nm0488953,Brie Larson
nm0488981,Eric Larson
nm0489309,Éric Lartigau
nm0489453,Casey La Scala
nm0490487,Andrew Lau
nm0490582,Laura Lau
nm0490958,Dale Launer
nm0491259,Mélanie Laurent
nm0491626,Georges Lautner
nm0492909,Marc Lawrence
nm0492979,Ray Lawrence
nm0493257,Josh Lawson
nm0494069,Maïwenn
nm0494355,Philippe Le Guay
nm0496312,Patrice Leconte
nm0496746,J. Lee Thompson
nm0496752,Daniel Lee
nm0496863,Benson Lee
nm0496969,Lee Chang-dong
nm0497274,Francis Lee
nm0497416,Hyun-seung Lee
nm0497528,Jieho Lee
nm0497565,John H. Lee
nm0497758,Lik-Chi Lee
nm0498174,Rowland V. Lee
nm0498555,Tony Leech
nm0498991,Doug Lefler
nm0499724,Michael Lehmann
nm0500343,Eric Leighton
nm0500444,Danny Leiner
nm0500609,Christopher Leitch
nm0500610,David Leitch
nm0500976,Gilles Lellouche
nm0500988,Claude Lelouch
nm0501185,Michael Lembeck
nm0501281,Ella Lemhagen
nm0501341,Michel Lemire
nm0501435,Kasi Lemmons
nm0502039,Gary Lennon
nm0502073,Thomas Lennon
