tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt0073453,1975,Night Moves,Night Moves,100,"Crime,Mystery,Thriller",7.1
tt0120776,1998,One True Thing,One True Thing,127,Drama,7.0
tt2358592,2013,Lucia,Lucia,135,"Drama,Sci-Fi,Thriller",8.3
tt3253624,2015,Soaked in Bleach,Soaked in Bleach,90,"Crime,Documentary",7.4
tt2140507,2017,The Current War: Director's Cut,The Current War,108,"Biography,Drama,History",6.5
tt0049096,1955,The Court Jester,The Court Jester,101,"Adventure,Comedy,Family",7.9
tt3100274,2016,Manhattan Night,Manhattan Nocturne,113,"Crime,Drama,Mystery",6.2
tt0308514,2002,Lost in La Mancha,Lost in La Mancha,93,Documentary,7.3
tt0057590,1963,Tom Jones,Tom Jones,129,"Adventure,Comedy,History",6.5
tt0113451,1995,Jade,Jade,95,"Crime,Drama,Thriller",5.3
tt0101453,1991,Billy Bathgate,Billy Bathgate,106,"Crime,Drama,Thriller",5.9
tt1532957,2009,Paa,Paa,133,"Comedy,Drama",7.2
tt1817081,2013,A Case of You,A Case of You,89,"Comedy,Romance",5.6
tt5842616,2018,Veere Di Wedding,Veere Di Wedding,135,Comedy,3.2
tt3906082,2017,Mary Shelley,Mary Shelley,120,"Biography,Drama,History",6.4
tt0100594,1990,The Sheltering Sky,The Sheltering Sky,138,"Adventure,Drama",6.8
tt4284010,2015,"What Happened, Miss Simone?","What Happened, Miss Simone?",101,"Biography,Documentary,Music",7.6
tt0096094,1988,She's Having a Baby,She's Having a Baby,106,"Comedy,Drama,Romance",5.9
tt0478024,2005,SPL: Kill Zone,Saat po long,93,"Action,Crime,Thriller",7.0
tt0974613,2008,The Other Man,The Other Man,88,"Drama,Mystery,Thriller",5.4
tt5071886,2016,Kabali,Kabali,153,"Action,Crime,Drama",6.2
tt0105271,1992,Roja,Roja,137,"Drama,Romance,Thriller",8.2
tt0267129,2001,Yamakasi,Yamakasi - Les samouraïs des temps modernes,90,"Action,Crime,Drama",6.2
tt0055895,1962,Days of Wine and Roses,Days of Wine and Roses,117,Drama,7.9
tt7469726,2017,Shaadi Mein Zaroor Aana,Shaadi Mein Zaroor Aana,137,"Drama,Family,Romance",7.6
tt2101570,2014,In the Blood,In the Blood,108,"Action,Crime,Thriller",5.7
tt0339579,2002,Returner,Ritânâ,116,"Action,Adventure,Sci-Fi",6.4
tt8106160,2018,The American Meme,The American Meme,98,Documentary,7.3
tt0396592,2004,Fat Albert,Fat Albert,93,"Animation,Comedy,Family",4.3
tt0059229,1965,Juliet of the Spirits,Giulietta degli spiriti,137,"Comedy,Drama,Fantasy",7.6
tt3521134,2014,The Look of Silence,The Look of Silence,103,"Biography,Documentary,History",8.3
tt1405810,2010,Loose Cannons,Mine vaganti,110,"Comedy,Drama,Romance",7.3
tt0113097,1995,Forget Paris,Forget Paris,101,"Comedy,Romance",6.5
tt0476958,2008,Amusement,Amusement,85,"Action,Comedy,Crime",4.9
tt1634013,2010,Montevideo: Taste of a Dream,"Montevideo, Bog te video!",140,"Adventure,Comedy,Drama",8.2
tt0023563,1933,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,122,"Crime,Horror,Mystery",8.0
tt4009278,2015,Intruders,Shut In,90,"Drama,Horror,Thriller",5.7
tt3216348,2016,Incarnate,Incarnate,91,"Horror,Thriller",5.2
tt1701210,2011,Day of the Falcon,Black Gold,130,"Action,Drama,History",6.7
tt0120604,1999,Beowulf,Beowulf,95,"Action,Adventure,Fantasy",4.1
tt0097390,1988,Fright Night Part 2,Fright Night Part 2,104,"Comedy,Horror,Thriller",5.9
tt1132449,2012,Lay the Favorite,Lay the Favorite,94,"Comedy,Drama,Romance",4.8
tt1077248,2007,Johnny Gaddaar,Johnny Gaddaar,135,"Crime,Drama,Mystery",7.8
tt0790804,2007,The Comebacks,The Comebacks,84,"Comedy,Sport",4.3
tt3646462,2014,Let's Sin,Itirazim Var,110,"Action,Crime,Drama",7.9
tt4530884,2015,I Spit on Your Grave: Vengeance is Mine,I Spit on Your Grave 3: Vengeance Is Mine,92,"Horror,Thriller",5.2
tt3756788,2015,Our Little Sister,Umimachi Diary,127,"Drama,Family",7.5
tt0402158,2005,Empire of the Wolves,L'empire des loups,128,"Action,Crime,Drama",5.9
tt6101820,2017,Perfect Strangers,Perfectos desconocidos,97,Comedy,7.0
tt0875595,2006,Destiny,Kader,103,Drama,7.9
tt2458106,2013,Ninja: Shadow of a Tear,Ninja: Shadow of a Tear,95,"Action,Crime,Thriller",6.2
tt0256103,2001,Intimacy,Intimacy,119,"Drama,Romance",6.1
tt0094747,1988,Bird,Bird,161,"Biography,Drama,Music",7.2
tt7057496,2017,Forgotten,Gi-eok-ui bam,108,"Mystery,Thriller",7.4
tt3702996,2015,Suck Me Shakespeer 2,Fack ju Göhte 2,115,Comedy,6.0
tt0090852,1986,Clockwise,Clockwise,96,Comedy,6.6
tt1780762,2012,Aftershock,Aftershock,89,"Action,Adventure,Horror",4.8
tt0095715,1988,Alice,Neco z Alenky,86,"Adventure,Animation,Fantasy",7.5
tt0022158,1931,Monkey Business,Monkey Business,77,"Comedy,Musical",7.5
tt0169880,1997,Neon Genesis Evangelion: Death & Rebirth,Shin seiki Evangelion Gekijô-ban: Shito shinsei,101,"Action,Animation,Drama",7.5
tt0081748,1980,Where the Buffalo Roam,Where the Buffalo Roam,99,"Biography,Comedy",6.7
tt2180477,2012,Nanban,Nanban,188,"Comedy,Drama",7.4
tt0100934,1989,Wild Orchid,Wild Orchid,105,"Drama,Romance",4.6
tt0091341,1986,Kin-dza-dza!,Kin-dza-dza!,135,"Comedy,Drama,Sci-Fi",8.1
tt7671064,2019,Brittany Runs a Marathon,Brittany Runs a Marathon,104,"Comedy,Drama",6.8
tt4824308,2016,God's Not Dead 2,God's Not Dead 2,120,Drama,4.3
tt0091875,1986,Running Scared,Running Scared,107,"Action,Comedy,Crime",6.6
tt0274711,2002,People I Know,People I Know,100,"Crime,Drama",5.5
tt0357110,2005,The Ballad of Jack and Rose,The Ballad of Jack and Rose,112,Drama,6.6
tt3754940,2015,Truman,Truman,108,"Comedy,Drama",7.3
tt0473356,2007,The Flock,The Flock,105,"Crime,Drama,Mystery",5.7
tt0222012,2000,Hey Ram,Hey Ram,186,"Crime,Drama,History",7.9
tt0115693,1996,Black Mask,Hak hap,99,"Action,Adventure,Comedy",6.1
tt3622120,2014,Kilo Two Bravo,Kajaki,108,"Adventure,Biography,Drama",7.1
tt0075147,1976,Robin and Marian,Robin and Marian,106,"Adventure,Drama,Romance",6.5
tt0306734,2003,The Divorce,Le divorce,117,"Comedy,Drama,Romance",4.9
tt3714720,2016,The Hollars,The Hollars,88,"Comedy,Drama,Romance",6.5
tt0878835,2010,Please Give,Please Give,87,"Comedy,Drama",6.6
tt6303866,2017,Beach Rats,Beach Rats,98,Drama,6.4
tt0084809,1982,The Toy,The Toy,102,Comedy,5.9
tt1879032,2013,Rapture-Palooza,Rapture-Palooza,85,"Comedy,Fantasy",5.2
tt0893382,2008,Shine a Light,Shine a Light,122,"Biography,Documentary,Music",7.2
tt0079579,1980,Moscow Does Not Believe in Tears,Moskva slezam ne verit,150,"Comedy,Drama,Romance",8.1
tt0780534,2008,My Mom's New Boyfriend,My Mom's New Boyfriend,97,"Comedy,Crime,Romance",5.3
tt0250323,2001,The Deep End,The Deep End,101,"Crime,Drama,Mystery",6.5
tt0048445,1955,Oklahoma!,Oklahoma!,145,"Comedy,Drama,Musical",7.0
tt1757742,2011,Apartment 143,Emergo,80,"Horror,Thriller",5.1
tt1483831,2009,Lebanon,Lebanon,93,"Drama,War",6.9
tt0071910,1974,The Night Porter,Il portiere di notte,118,Drama,6.7
tt3799372,2015,6 Years,6 Years,79,"Drama,Romance",5.6
tt4814290,2016,Te3n,Te3n,136,"Drama,Mystery,Thriller",7.3
tt2707858,2014,Yves Saint Laurent,Yves Saint Laurent,106,"Biography,Drama",6.3
tt4120176,2016,Things to Come,L'avenir,102,Drama,7.0
tt0799954,2006,The Bridge,The Bridge,94,"Documentary,Drama",7.2
tt0420901,2005,Beyond the Gates,Shooting Dogs,115,"Drama,History,War",7.7
tt1128075,2008,Love Exposure,Ai no mukidashi,237,"Action,Comedy,Drama",8.1
tt1410051,2011,Retreat,Retreat,90,"Drama,Thriller",5.8
tt0066892,1971,Carnal Knowledge,Carnal Knowledge,98,Drama,7.0
tt0361668,2003,Gozu,Gokudô kyôfu dai-gekijô: Gozu,129,"Crime,Drama,Horror",7.0
tt0103923,1990,Captain America,Captain America,97,"Action,Adventure,Sci-Fi",3.2
tt5310090,2016,Saala Khadoos,Saala Khadoos,109,"Action,Drama,Sport",7.6
tt0055913,1961,Divorce Italian Style,Divorzio all'italiana,105,"Comedy,Drama,Romance",8.1
tt0072783,1975,Chupke Chupke,Chupke Chupke,146,"Comedy,Drama,Romance",8.4
tt0042530,1950,Gun Crazy,Gun Crazy,87,"Crime,Drama,Film-Noir",7.6
tt0097758,1989,Little Monsters,Little Monsters,100,"Adventure,Comedy,Family",6.1
tt0067893,1971,Two-Lane Blacktop,Two-Lane Blacktop,102,Drama,7.2
tt0106761,1994,Double Dragon,Double Dragon,96,"Action,Adventure,Comedy",3.8
tt5175450,2017,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,103,"Biography,Drama,History",6.4
tt0308878,2003,The Shape of Things,The Shape of Things,96,"Comedy,Drama,Romance",6.7
tt0040662,1948,Oliver Twist,Oliver Twist,116,Drama,7.8
tt0027652,1936,Fury,Fury,92,"Crime,Drama,Film-Noir",7.9
tt0494834,2007,Silk,Silk,107,"Drama,Romance",5.9
tt0018578,1927,Wings,Wings,144,"Action,Drama,Romance",7.5
tt6299040,2017,The Ghazi Attack,The Ghazi Attack,116,"Action,Thriller,War",7.6
tt5270948,2017,Chappaquiddick,Chappaquiddick,106,"Drama,History,Thriller",6.5
tt0068612,1972,Fritz the Cat,Fritz the Cat,78,"Animation,Comedy,Drama",6.3
tt7291268,2017,Gaga: Five Foot Two,Gaga: Five Foot Two,100,"Documentary,Music",7.0
tt2436516,2013,Go Goa Gone,Go Goa Gone,108,"Action,Adventure,Comedy",6.6
tt0469754,2006,The Boss of It All,Direktøren for det hele,99,Comedy,6.7
tt0120857,1999,Tea with Mussolini,Un tè con Mussolini,117,"Comedy,Drama,War",6.9
tt0345549,2003,Last Life in the Universe,Ruang rak noi nid mahasan,112,"Comedy,Drama,Romance",7.5
tt1572311,2010,Tees Maar Khan,Tees Maar Khan,135,"Comedy,Crime",2.5
tt2524674,2013,Wetlands,Feuchtgebiete,109,"Comedy,Drama",5.8
tt0498097,2006,Climates,Iklimler,98,"Drama,Romance",7.2
tt0061770,1967,Hombre,Hombre,111,Western,7.4
tt1645131,2013,Romeo & Juliet,Romeo & Juliet,118,"Drama,Romance",5.8
tt0120207,1997,Steel,Steel,97,"Action,Adventure,Crime",2.8
tt0060802,1966,Closely Watched Trains,Ostre sledované vlaky,92,"Comedy,Drama,Romance",7.7
tt1447972,2010,StreetDance 3D,StreetDance 3D,98,"Drama,Music,Romance",5.9
tt1014672,2007,Bheja Fry,Bheja Fry,95,"Comedy,Drama",7.6
tt0213203,2000,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie - Rugrats II,78,"Adventure,Animation,Comedy",6.1
tt0038969,1946,Song of the South,Song of the South,94,"Animation,Comedy,Family",7.1
tt0076085,1977,A Special Day,Una giornata particolare,106,Drama,8.1
tt2025526,2011,War of the Arrows,Choi-jong-byeong-gi hwal,122,"Action,History,War",7.2
tt0222812,2003,Beyond Re-Animator,Beyond Re-Animator,96,"Comedy,Horror,Sci-Fi",5.9
tt0352277,2004,De-Lovely,De-Lovely,125,"Biography,Drama,Music",6.6
tt6494418,2018,Siberia,Siberia,104,"Crime,Romance,Thriller",4.3
tt1161418,2009,Gentlemen Broncos,Gentlemen Broncos,89,"Adventure,Comedy,Sci-Fi",6.2
tt0184526,1999,Gorgeous,Boh lei chun,121,"Action,Comedy,Romance",6.1
tt0066831,1971,Big Jake,Big Jake,110,Western,7.2
tt2393827,2015,Howl,Howl,89,"Action,Fantasy,Horror",5.4
tt1097643,2008,Fifty Dead Men Walking,Fifty Dead Men Walking,117,"Crime,Drama,Thriller",6.9
tt6777338,2017,The Villainess,Aknyeo,123,"Action,Adventure,Crime",6.7
tt3322892,2017,XX,XX,80,Horror,4.5
tt0076734,1977,Soldier of Orange,Soldaat van Oranje,155,"Drama,Romance,Thriller",7.7
tt5923962,2016,Gantz: O,Gantz: O,95,"Action,Animation,Drama",7.1
tt0378284,2004,Machuca,Machuca,116,"Biography,Drama,History",7.7
tt5225338,2016,The Eyes of My Mother,The Eyes of My Mother,76,"Drama,Horror",6.2
tt0112553,1995,Bombay,Bombay,141,"Drama,Musical,Romance",8.1
tt0117372,1996,The Preacher's Wife,The Preacher's Wife,123,"Comedy,Drama,Fantasy",5.6
tt0100928,1990,White Hunter Black Heart,White Hunter Black Heart,112,"Adventure,Drama",6.6
tt3612126,2020,The Grudge,The Grudge,94,"Horror,Mystery",4.1
tt1712192,2016,Message from the King,Message from the King,102,"Action,Crime,Drama",6.4
tt0386342,2004,Brothers,Brødre,117,"Drama,War",7.5
tt0043686,1952,Forbidden Games,Jeux interdits,86,"Drama,War",8.1
tt3495000,2014,Mardaani,Mardaani,113,"Action,Crime,Drama",7.3
tt0807758,2007,Partner,Partner,155,"Comedy,Drama,Romance",5.7
tt2229842,2013,Table No. 21,Table No.21,108,"Adventure,Thriller",7.1
tt1183732,2008,Tokyo Gore Police,Tôkyô zankoku keisatsu,110,"Action,Comedy,Horror",5.9
tt3138104,2014,The Hungover Games,The Hungover Games,85,Comedy,3.6
tt0075925,1977,The Deep,The Deep,123,"Adventure,Mystery,Thriller",6.2
tt0058548,1964,Santa Claus Conquers the Martians,Santa Claus Conquers the Martians,81,"Adventure,Comedy,Family",2.7
tt0851577,2006,The Island,Ostrov,112,Drama,7.9
tt0077451,1978,Don,Don,175,"Action,Crime,Thriller",7.8
tt0275083,2001,The Warrior,Musa,158,"Action,Drama,History",7.2
tt1034385,2017,Cold Skin,Cold Skin,108,"Adventure,Horror,Sci-Fi",6.0
tt4727512,2015,Srimanthudu,Srimanthudu,158,"Action,Drama",7.5
tt1270842,2010,Norwegian Wood,Noruwei no mori,133,"Drama,Romance",6.3
tt0806147,2008,Extreme Movie,Extreme Movie,86,Comedy,3.7
tt0380066,2006,The Woods,The Woods,91,"Horror,Mystery,Thriller",5.7
tt0329388,2003,Monsieur Ibrahim,Monsieur Ibrahim et les fleurs du Coran,96,"Comedy,Drama",7.3
tt0105399,1992,The Twin Dragons,Seong lung wui,104,"Action,Comedy",6.5
tt0089901,1985,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,121,"Action,Adventure,Comedy",6.5
tt0092974,1987,Ernest Goes to Camp,Ernest Goes to Camp,92,"Comedy,Family",5.5
tt0101627,1991,Critters 3,Critters 3,86,"Comedy,Horror,Sci-Fi",4.4
tt0100828,1990,The Two Jakes,The Two Jakes,137,"Crime,Drama,Mystery",6.2
tt0052572,1959,The World of Apu,Apur Sansar,105,Drama,8.5
tt0156841,2000,The Next Best Thing,The Next Best Thing,108,"Comedy,Drama,Romance",4.6
tt6173990,2018,GOLD,Gold,151,"Drama,History,Sport",7.3
tt0110647,1994,The NeverEnding Story III,Die unendliche Geschichte III: Rettung aus Phantasien,95,"Adventure,Comedy,Family",3.2
tt1175506,2008,Me and Orson Welles,Me and Orson Welles,114,"Comedy,Drama",6.7
tt0190419,1998,Ghulam,Ghulam,162,"Action,Crime,Drama",7.3
tt5539054,2017,You Get Me,You Get Me,89,"Crime,Drama,Romance",4.6
tt1059836,2012,Transit,Transit,88,"Action,Crime,Thriller",5.8
tt0497972,2007,Sex and Death 101,Sex and Death 101,117,"Comedy,Drama,Fantasy",6.0
tt2085930,2012,Starship Troopers: Invasion,Starship Troopers: Invasion,89,"Action,Animation,Sci-Fi",5.9
tt0132910,2000,The Crow: Salvation,The Crow: Salvation,102,"Action,Crime,Fantasy",4.9
tt0234354,2001,Novocaine,Novocaine,95,"Comedy,Crime,Drama",5.8
tt0031398,1939,Gunga Din,Gunga Din,117,"Adventure,Comedy,War",7.4
tt1231287,2009,Labor Pains,Labor Pains,89,"Comedy,Romance",4.8
tt2920540,2014,"20,000 Days on Earth","20,000 Days on Earth",97,"Documentary,Drama,Music",7.5
tt2365580,2019,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",109,"Comedy,Drama,Mystery",6.5
tt0466856,2006,ATL,ATL,105,"Comedy,Crime,Drama",6.1
tt0117040,1996,Microcosmos,Microcosmos: Le peuple de l'herbe,80,Documentary,7.9
tt0089280,1988,Hobgoblins,Hobgoblins,88,"Comedy,Horror,Sci-Fi",2.3
tt0367188,2004,Modigliani,Modigliani,128,"Biography,Drama",7.4
tt0058135,1964,The Troops of St. Tropez,Le gendarme de Saint-Tropez,90,"Adventure,Comedy,Crime",7.2
tt0090837,1986,Chopping Mall,Chopping Mall,77,"Comedy,Horror,Sci-Fi",5.6
tt0087747,1984,Moscow on the Hudson,Moscow on the Hudson,115,"Comedy,Drama,Romance",6.5
tt2032572,2016,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,128,"Action,Drama,History",5.2
tt0069895,1973,The Crazies,The Crazies,103,"Action,Horror,Sci-Fi",6.1
tt1566648,2010,Waiting for 'Superman',Waiting for 'Superman',111,Documentary,7.5
tt2531318,2016,The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,106,"Documentary,Music",7.8
tt0085271,1983,Brainstorm,Brainstorm,106,"Sci-Fi,Thriller",6.5
tt0117364,1996,The Portrait of a Lady,The Portrait of a Lady,144,"Drama,Romance",6.2
tt6336356,2017,Mary and the Witch's Flower,Meari to majo no hana,103,"Adventure,Animation,Family",6.8
tt0762138,2013,Syrup,Syrup,90,"Comedy,Drama,Romance",5.7
tt2481480,2014,Rob the Mob,Rob the Mob,104,"Crime,Drama",6.3
tt1336006,2009,The Revenant,The Revenant,117,"Comedy,Fantasy,Horror",6.3
tt1558877,2009,Vavien,Vavien,100,"Comedy,Drama,Thriller",7.5
tt0371552,2006,Asterix and the Vikings,Astérix et les Vikings,78,"Adventure,Animation,Comedy",6.0
tt0446687,2006,Driving Lessons,Driving Lessons,98,"Comedy,Drama",6.7
tt0098097,1989,Pink Cadillac,Pink Cadillac,122,"Action,Comedy,Crime",5.4
tt2920808,2014,God's Pocket,God's Pocket,88,"Crime,Drama",6.1
tt0040536,1948,Letter from an Unknown Woman,Letter from an Unknown Woman,87,"Drama,Romance",8.0
tt0086129,1983,Porky's II: The Next Day,Porky's II: The Next Day,98,Comedy,5.1
tt0796302,2007,The Babysitters,The Babysitters,88,Drama,5.6
tt0800003,2007,Delta Farce,Delta Farce,90,"Action,Adventure,Comedy",3.6
tt0089346,1985,Into the Night,Into the Night,115,"Comedy,Crime,Drama",6.5
tt4192740,2015,Limonata,Limonata,110,"Comedy,Drama",7.5
tt6556890,2017,Batman and Harley Quinn,Batman and Harley Quinn,74,"Action,Adventure,Animation",5.9
tt0118863,1998,Clay Pigeons,Clay Pigeons,104,"Comedy,Crime",6.6
tt0379976,2007,Savage Grace,Savage Grace,97,Drama,5.8
tt0482603,2008,Space Chimps,Space Chimps,81,"Adventure,Animation,Comedy",4.5
tt6857988,2018,I Am Not an Easy Man,Je ne suis pas un homme facile,98,Comedy,6.4
tt0352343,2003,Facing Windows,La finestra di fronte,106,"Drama,Romance",7.3
tt1657299,2011,The Decoy Bride,The Decoy Bride,89,"Comedy,Drama,Romance",6.2
tt0036027,1943,I Walked with a Zombie,I Walked with a Zombie,69,"Drama,Fantasy,Horror",7.1
tt5312232,2016,Sairat,Sairat,174,"Drama,Romance",8.3
tt1188113,2010,Peacock,Peacock,90,"Drama,Thriller",6.2
tt0258760,2001,Lammbock,Lammbock,93,Comedy,7.3
tt8442644,2019,Money Trap,Organize Isler: Sazan Sarmali,121,Comedy,6.0
tt0255067,2000,Common Wealth,La comunidad,110,"Comedy,Crime,Horror",7.3
tt1734110,2011,No One Killed Jessica,No One Killed Jessica,136,"Biography,Crime,Drama",7.2
tt1762399,2013,Walking with Dinosaurs 3D,Walking with Dinosaurs 3D,87,"Adventure,Animation,Family",5.2
tt1817771,2015,Freaks of Nature,Freaks of Nature,92,"Comedy,Horror,Sci-Fi",5.9
tt7160070,2017,Along With the Gods: The Two Worlds,Sin-gwa ham-kke: Jwi-wa beol,139,"Action,Drama,Fantasy",7.3
tt0988849,2008,Donkey Punch,Donkey Punch,99,"Crime,Drama,Horror",5.1
tt0094138,1987,Three O'Clock High,Three O'Clock High,97,Comedy,7.2
tt3127022,2017,The Bookshop,The Bookshop,113,Drama,6.5
tt0784972,2007,The Brothers Solomon,The Brothers Solomon,93,Comedy,5.3
tt0100168,1990,Mo' Better Blues,Mo' Better Blues,129,"Drama,Music,Romance",6.6
tt0286306,2002,Deathwatch,Deathwatch,94,"Drama,Horror,Thriller",6.0
tt2429074,2013,G.B.F.,G.B.F.,92,"Comedy,Drama,Romance",5.9
tt0094118,1987,Teen Wolf Too,Teen Wolf Too,95,"Comedy,Fantasy",3.3
tt5133308,2016,At the End of the Tunnel,Al final del túnel,120,"Crime,Thriller",7.1
tt1661820,2014,Cut Bank,Cut Bank,93,"Crime,Drama,Thriller",6.0
tt0377084,2004,Ladies in Lavender,Ladies in Lavender,104,"Drama,Music,Romance",7.0
tt0113347,1995,How to Make an American Quilt,How to Make an American Quilt,117,"Comedy,Drama,Romance",6.3
tt0118539,1998,3 Ninjas: High Noon at Mega Mountain,3 Ninjas: High Noon at Mega Mountain,93,"Action,Adventure,Comedy",2.9
tt7489816,2018,Nothing to Hide,Le jeu,90,"Comedy,Drama",6.8
tt1777034,2011,United,United,94,"Drama,History,Sport",7.4
tt0080472,1980,Bronco Billy,Bronco Billy,116,"Action,Adventure,Comedy",6.1
tt7959216,2018,Utøya: July 22,Utøya 22. juli,93,"Drama,Thriller",7.3
tt0902955,2007,In Bar,Barda,92,"Crime,Drama,Thriller",7.0
tt0245046,2001,Charlotte Gray,Charlotte Gray,121,"Drama,Romance,Thriller",6.4
tt0455612,2006,Madea's Family Reunion,Madea's Family Reunion,107,"Comedy,Drama,Romance",5.2
tt0057495,1963,Shock Corridor,Shock Corridor,101,"Drama,Mystery",7.4
tt1179258,2009,Chéri,Chéri,100,"Comedy,Drama,Romance",6.2
tt5085924,2018,Wildling,Wildling,92,"Drama,Fantasy,Horror",5.5
tt0085780,1983,The Keep,The Keep,96,"Drama,Fantasy,Horror",5.8
tt5229228,2016,61 Days,Iftarlik Gazoz,115,"Comedy,Drama",7.4
tt0100095,1989,Maine Pyar Kiya,Maine Pyar Kiya,192,"Drama,Family,Musical",7.3
tt0120390,1997,Turbulence,Turbulence,100,"Action,Thriller",4.9
tt0069865,1973,Charley Varrick,Charley Varrick,111,"Action,Crime,Drama",7.5
tt1422020,2010,Dog Pound,Dog Pound,91,Drama,7.0
tt1483797,2009,Redline,Redline,102,"Action,Animation,Romance",7.5
tt0035169,1942,The Palm Beach Story,The Palm Beach Story,88,"Comedy,Romance",7.5
tt6878378,2017,Vivegam,Vivegam,149,"Action,Thriller",5.7
tt1741243,2013,Pawn Shop Chronicles,Pawn Shop Chronicles,112,"Action,Comedy,Crime",5.9
tt2690138,2015,The D Train,The D Train,101,"Comedy,Drama",5.0
tt4244162,2016,Beta Test,Beta Test,88,"Action,Sci-Fi,Thriller",5.8
tt1578882,2011,Elephant White,Elephant White,91,"Action,Crime,Fantasy",5.1
tt0456470,2005,The Bow,Hwal,90,"Drama,Romance",7.2
tt1632547,2010,Cold Fish,Tsumetai nettaigyo,146,"Comedy,Crime,Drama",7.1
tt0482463,2006,Bella,Bella,91,"Drama,Romance",7.2
tt0073636,1975,Rooster Cogburn,Rooster Cogburn,108,"Adventure,Drama,Western",6.9
tt3678938,2014,The Bride of Humpty Sharma,Humpty Sharma Ki Dulhania,133,"Comedy,Drama,Romance",6.0
tt5700224,2016,Two Lottery Tickets,Doua lozuri,86,Comedy,7.7
tt0101821,1991,Ernest Scared Stupid,Ernest Scared Stupid,91,"Comedy,Family,Fantasy",5.8
tt1132285,2012,The Factory,The Factory,104,"Crime,Mystery,Thriller",5.8
tt0090660,1986,Armed and Dangerous,Armed and Dangerous,88,"Action,Comedy,Crime",5.7
tt0763840,2006,Home of the Brave,Home of the Brave,106,"Action,Drama,War",5.6
tt0120882,1998,The Visitors II: The Corridors of Time,Les couloirs du temps: Les visiteurs II,118,"Comedy,Fantasy",6.2
tt0271383,2000,A Dog's Will,O Auto da Compadecida,104,Comedy,8.6
tt0049038,1956,Bus Stop,Bus Stop,96,"Comedy,Drama,Romance",6.5
tt0902290,2008,I Sell the Dead,I Sell the Dead,85,"Comedy,Horror",6.1
