tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt1836808,2012,Great Expectations,Great Expectations,128,"Drama,Romance",6.4
tt0092272,1986,Youngblood,Youngblood,110,"Drama,Romance,Sport",6.2
tt0053143,1959,Operation Petticoat,Operation Petticoat,124,"Comedy,Romance,War",7.3
tt1182921,2009,Ninja,Ninja,86,"Action,Crime,Drama",5.5
tt1999890,2018,Hell Fest,Hell Fest,89,Horror,5.5
tt0371735,2003,Hungama,Hungama,153,"Comedy,Drama,Romance",7.5
tt0362004,2004,Palindromes,Palindromes,100,"Comedy,Drama",6.7
tt2396566,2013,20 Feet from Stardom,Twenty Feet from Stardom,91,"Biography,Documentary,Music",7.4
tt1054580,2009,Desert Flower,Desert Flower,120,"Biography,Drama",7.4
tt7715202,2018,Sarkar,Sarkar,163,"Action,Drama",6.8
tt4565520,2017,The Layover,The Layover,88,"Comedy,Romance",4.7
tt0175526,2000,Cherry Falls,Cherry Falls,92,"Horror,Mystery,Thriller",5.2
tt0220832,1999,Vaastav: The Reality,Vaastav: The Reality,145,"Action,Crime,Drama",8.0
tt1068678,2009,Veronika Decides to Die,Veronika Decides to Die,103,"Drama,Romance",6.4
tt0275309,2001,Dogtown and Z-Boys,Dogtown and Z-Boys,91,"Documentary,Sport",7.7
tt2639344,2014,Love Is Strange,Love Is Strange,94,"Drama,Romance",6.7
tt0106341,1993,Bad Boy Bubby,Bad Boy Bubby,114,"Comedy,Crime,Drama",7.4
tt0471030,2006,Red Road,Red Road,113,"Drama,Mystery,Thriller",6.8
tt0085615,1983,Gorky Park,Gorky Park,128,"Crime,Drama,Mystery",6.8
tt0449951,2005,Ghajini,Ghajini,175,"Action,Drama,Mystery",7.5
tt0104695,1992,Leap of Faith,Leap of Faith,108,"Comedy,Drama,Romance",6.1
tt3296658,2015,Rams,Hrútar,93,"Comedy,Drama",7.3
tt0041996,1949,Twelve O'Clock High,Twelve O'Clock High,132,"Drama,War",7.7
tt0088178,1984,Stop Making Sense,Stop Making Sense,88,"Documentary,Music",8.6
tt0412536,2008,Brideshead Revisited,Brideshead Revisited,133,"Drama,Romance",6.7
tt5884784,2017,The Super,The Super,90,"Horror,Mystery,Thriller",5.8
tt1091617,2008,Expelled: No Intelligence Allowed,Expelled: No Intelligence Allowed,90,Documentary,3.7
tt0899128,2008,100 Feet,100 Feet,96,"Horror,Mystery,Thriller",5.5
tt2306745,2013,Sound City,Sound City,107,"Documentary,Music",7.8
tt2061702,2011,To the Forest of Firefly Lights,Hotarubi no mori e,45,"Animation,Drama,Fantasy",7.9
tt0082966,1981,The House by the Cemetery,Quella villa accanto al cimitero,86,Horror,6.2
tt0340012,2004,Being Julia,Being Julia,104,"Comedy,Drama,Romance",7.0
tt1264904,2009,Little Nicholas,Le petit Nicolas,91,"Comedy,Family",7.1
tt2459156,2014,Copenhagen,Copenhagen,98,"Adventure,Drama,Romance",7.1
tt0077362,1978,Coming Home,Coming Home,127,"Drama,Romance,War",7.3
tt0107315,1993,Kika,Kika,114,Comedy,6.6
tt0306434,2002,Aankhen,Aankhen,165,"Comedy,Crime,Drama",7.4
tt5713232,2016,Madaari,Madaari,133,"Adventure,Drama,Thriller",7.5
tt0425601,2006,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,95,"Comedy,Crime",7.2
tt0435623,2005,Conversations with Other Women,Conversations with Other Women,84,"Comedy,Drama,Romance",7.0
tt0060675,1966,Masculin Féminin,Masculin féminin,110,"Drama,Romance",7.6
tt1770734,2012,Shadow Dancer,Shadow Dancer,101,"Drama,Thriller",6.2
tt0095801,1987,Bagdad Cafe,Out of Rosenheim,95,"Comedy,Drama",7.4
tt0113010,1995,Fair Game,Fair Game,91,"Action,Romance,Thriller",4.3
tt0111667,1994,The War,The War,126,Drama,6.8
tt0418647,2005,Dreamer: Inspired by a True Story,Dreamer: Inspired by a True Story,106,"Drama,Family,Sport",6.8
tt0334405,2002,Spellbound,Spellbound,97,"Comedy,Documentary,Thriller",7.5
tt2674454,2017,Churchill,Churchill,105,"Biography,Drama,History",6.2
tt0944834,2008,Dragon Hunters,Chasseurs de dragons,80,"Action,Adventure,Animation",6.6
tt1838603,2013,Last Love,Mr. Morgan's Last Love,111,"Comedy,Drama,Romance",6.8
tt3622110,2016,Don't Knock Twice,Don't Knock Twice,93,Horror,5.1
tt0104181,1992,Wuthering Heights,Wuthering Heights,105,"Drama,History,Romance",6.8
tt0069280,1972,Slaughterhouse-Five,Slaughterhouse-Five,104,"Comedy,Drama,Sci-Fi",6.9
tt0110759,1994,PCU,PCU,79,Comedy,6.6
tt0844993,2011,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,86,"Animation,Comedy,Crime",4.7
tt0120728,1998,The Last Days of Disco,The Last Days of Disco,113,"Comedy,Drama,Music",6.7
tt1536048,2011,W.E.,W.E.,119,"Drama,History,Romance",6.3
tt1407084,2010,Twelve,Twelve,93,"Action,Crime,Drama",5.7
tt1194238,2009,Polytechnique,Polytechnique,77,"Crime,Drama,History",7.2
tt5147214,2016,Headshot,Headshot,118,"Action,Drama,Thriller",6.3
tt0041094,1949,The Adventures of Ichabod and Mr. Toad,The Adventures of Ichabod and Mr. Toad,68,"Animation,Comedy,Family",7.0
tt0080610,1980,The Last Metro,Le dernier métro,131,"Drama,Romance,War",7.4
tt4131496,2018,The Vanishing,Keepers,107,"Crime,Drama,Mystery",5.8
tt4432480,2015,RangiTaranga,RangiTaranga,149,"Mystery,Thriller",8.4
tt0085478,1983,Educating Rita,Educating Rita,110,"Comedy,Drama",7.2
tt0088979,1985,D.A.R.Y.L.,D.A.R.Y.L.,99,"Family,Sci-Fi",6.3
tt0275230,2000,Blood: The Last Vampire,Blood: The Last Vampire,48,"Action,Animation,Horror",6.7
tt0046345,1953,Summer with Monika,Sommaren med Monika,96,"Drama,Romance",7.6
tt1129445,2009,Amelia,Amelia,111,"Adventure,Biography,Drama",5.8
tt8244784,2020,The Hunt,The Hunt,90,"Action,Horror,Thriller",6.4
tt0264323,2005,2001 Maniacs,2001 Maniacs,87,"Comedy,Horror",5.3
tt11388580,2020,Taylor Swift: Miss Americana,Miss Americana,85,Documentary,7.4
tt0064782,1969,Paint Your Wagon,Paint Your Wagon,164,"Comedy,Drama,Musical",6.6
tt0031762,1939,Only Angels Have Wings,Only Angels Have Wings,121,"Adventure,Drama,Romance",7.7
tt0015064,1924,The Last Laugh,Der letzte Mann,77,Drama,8.1
tt7700730,2018,October,October,115,"Drama,Romance",7.5
tt1037218,2008,Flashbacks of a Fool,Flashbacks of a Fool,109,Drama,6.8
tt0099160,1990,Blue Steel,Blue Steel,102,"Action,Crime,Drama",5.7
tt4908644,2015,Winter on Fire: Ukraine's Fight for Freedom,Winter on Fire: Ukraine's Fight for Freedom,102,Documentary,8.4
tt0430576,2005,The Secret Life of Words,The Secret Life of Words,115,"Drama,Romance",7.5
tt6097798,2017,Radius,Radius,93,"Sci-Fi,Thriller",6.2
tt0104545,1992,"Jamón, Jamón",Jamón Jamón,95,"Comedy,Drama,Romance",6.4
tt0048641,1955,Smiles of a Summer Night,Sommarnattens leende,109,"Comedy,Romance",7.8
tt1634136,2011,Violet & Daisy,Violet & Daisy,88,"Action,Comedy,Crime",6.1
tt0071524,1974,The Front Page,The Front Page,105,"Comedy,Drama,Romance",7.3
tt0080310,1980,Breaker Morant,'Breaker' Morant,107,"Drama,History,War",7.8
tt0808331,2007,Joshua,Joshua,106,"Drama,Horror,Thriller",5.9
tt0028333,1936,Swing Time,Swing Time,103,"Comedy,Musical,Romance",7.6
tt0063035,1968,The Green Berets,The Green Berets,142,"Drama,War",5.8
tt0465430,2008,The Cottage,The Cottage,92,"Comedy,Crime,Horror",6.1
tt5662932,2016,Raman Raghav 2.0,Raman Raghav 2.0,133,"Crime,Drama,Thriller",7.3
tt0117774,1996,The Substitute,The Substitute,114,"Action,Crime,Drama",6.0
tt1252596,2009,Ajab Prem Ki Ghazab Kahani,Ajab Prem Ki Ghazab Kahani,150,"Action,Comedy,Romance",6.3
tt0109842,1994,Fresh,Fresh,114,"Crime,Drama,Thriller",7.6
tt0829297,2007,Ten Inch Hero,Ten Inch Hero,102,"Comedy,Drama,Romance",7.4
tt1126596,2008,Adulthood,Adulthood,99,"Crime,Drama",6.6
tt0166943,1999,Music of the Heart,Music of the Heart,124,"Drama,Music",6.8
tt0123209,1999,The Other Sister,The Other Sister,129,"Comedy,Drama,Romance",6.5
tt0109305,1994,Blue Chips,Blue Chips,108,"Drama,Sport",6.2
tt1935194,2017,Overdrive,Overdrive,93,"Action,Thriller",5.4
tt1795702,2011,Wild Bill,Wild Bill,98,Drama,7.2
tt0454084,2006,Blind Dating,Blind Dating,95,"Comedy,Romance",6.1
tt3742284,2015,NH10,NH10,115,"Action,Crime,Drama",7.2
tt5304464,2017,Happy End,Happy End,107,Drama,6.7
tt6535880,2019,Haunt,Haunt,92,"Horror,Thriller",6.3
tt0101318,1991,The Lovers on the Bridge,Les amants du Pont-Neuf,125,"Drama,Romance",7.6
tt0052738,1959,The Diary of Anne Frank,The Diary of Anne Frank,180,"Biography,Drama,Family",7.4
tt0058333,1964,The Masque of the Red Death,The Masque of the Red Death,89,Horror,7.0
tt0029162,1937,Lost Horizon,Lost Horizon,132,"Adventure,Drama,Fantasy",7.7
tt0084934,1982,Yol,Yol,114,Drama,8.2
tt0106941,1993,For Love or Money,For Love or Money,96,"Comedy,Drama,Romance",6.2
tt6752992,2018,Happy as Lazzaro,Lazzaro felice,128,"Drama,Fantasy",7.6
tt0479647,2006,Bon Cop Bad Cop,"Bon Cop, Bad Cop",116,"Action,Comedy,Crime",6.8
tt2055765,2013,The English Teacher,The English Teacher,93,"Comedy,Drama",5.8
tt0162983,2000,Hanging Up,Hanging Up,94,"Comedy,Drama",4.9
tt0096913,1989,Best of the Best,Best of the Best,97,"Action,Drama,Sport",6.4
tt3610746,2016,Don't Hang Up,Don't Hang Up,83,"Horror,Thriller",5.6
tt0082427,1981,The Funhouse,The Funhouse,96,Horror,5.9
tt0338077,2003,Grind,Grind,105,"Adventure,Comedy,Sport",6.0
tt4281724,2016,Terrifier,Terrifier,82,"Horror,Thriller",5.6
tt6016744,2019,The Edge of Democracy,The Edge of Democracy,121,"Documentary,History",7.1
tt0070294,1973,The Legend of Hell House,The Legend of Hell House,95,Horror,6.7
tt0280969,2002,My Little Eye,My Little Eye,95,"Horror,Mystery,Thriller",5.5
tt0097328,1989,Family Business,Family Business,110,"Crime,Drama",5.7
tt1331307,2008,Dread,Dread,98,"Drama,Horror,Thriller",5.7
tt1810697,2012,Meeting Evil,Meeting Evil,89,"Crime,Drama,Mystery",5.3
tt0062407,1967,Two for the Road,Two for the Road,111,"Comedy,Drama,Romance",7.5
tt0116151,1996,Dunston Checks In,Dunston Checks In,88,"Adventure,Comedy,Family",5.3
tt0056412,1962,Ride the High Country,Ride the High Country,94,"Drama,Western",7.5
tt0465436,2007,December Boys,December Boys,105,"Drama,Romance",6.5
tt1462667,2010,The Outrage,Autoreiji,109,"Action,Crime,Drama",6.8
tt0079095,1979,The Marriage of Maria Braun,Die Ehe der Maria Braun,120,Drama,7.8
tt2415458,2015,The Wolfpack,The Wolfpack,90,"Biography,Documentary",7.0
tt0092214,1986,Wildcats,Wildcats,106,"Comedy,Sport",6.0
tt0120831,1998,Slums of Beverly Hills,Slums of Beverly Hills,91,"Comedy,Drama",6.6
tt0323120,2006,Loving Annabelle,Loving Annabelle,77,"Drama,Romance",6.3
tt2091478,2015,Air,Air,95,"Drama,Sci-Fi,Thriller",5.1
tt0059274,1965,The Hill,The Hill,123,"Drama,War",7.9
tt0094739,1988,Big Business,Big Business,97,Comedy,6.4
tt1133991,2008,What Doesn't Kill You,What Doesn't Kill You,100,"Crime,Drama",6.6
tt0438859,2007,Goodbye Bafana,Goodbye Bafana,118,"Biography,Drama,History",7.1
tt1643222,2011,Hell,Hell,89,"Horror,Sci-Fi,Thriller",5.8
tt2072230,2015,Attack on Titan,Shingeki no kyojin,98,"Action,Adventure,Drama",5.1
tt0082416,1981,The French Lieutenant's Woman,The French Lieutenant's Woman,124,"Drama,Romance",7.0
tt2376218,2014,The Forger,The Forger,92,"Crime,Drama,Thriller",5.8
tt0112571,1995,Boys on the Side,Boys on the Side,115,"Comedy,Drama",6.5
tt0497986,2006,Time,Shi gan,97,"Drama,Mystery,Romance",7.2
tt0115819,1993,Cannibal! The Musical,Alferd Packer: The Musical,95,"Comedy,Musical,Thriller",7.1
tt1153706,2009,Dance Flick,Dance Flick,83,"Action,Comedy,Music",3.5
tt3838992,2016,Yoga Hosers,Yoga Hosers,88,"Action,Comedy,Fantasy",4.3
tt0033891,1941,Meet John Doe,Meet John Doe,122,"Comedy,Drama,Romance",7.7
tt5442456,2017,24 Hours to Live,24 Hours to Live,93,"Action,Sci-Fi,Thriller",5.7
tt0120786,1998,The Patriot,The Patriot,90,"Action,Thriller",4.2
tt5111874,2015,My Scientology Movie,My Scientology Movie,99,Documentary,6.7
tt2099556,2012,Antiviral,Antiviral,108,"Horror,Sci-Fi,Thriller",5.7
tt2948790,2015,Return to Sender,Return to Sender,92,"Drama,Thriller",5.1
tt9024106,2019,Unplanned,Unplanned,109,"Biography,Drama",5.8
tt2112096,2016,Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,91,"Comedy,Crime",5.4
tt0081777,1980,Xanadu,Xanadu,96,"Fantasy,Musical,Romance",5.2
tt4411504,2015,The Clan,El Clan,108,"Biography,Crime,Drama",7.0
tt0117496,1997,Robinson Crusoe,Robinson Crusoe,105,"Adventure,Drama",6.0
tt0113321,1995,Home for the Holidays,Home for the Holidays,103,"Comedy,Drama,Romance",6.6
tt5275828,2016,Lo and Behold: Reveries of the Connected World,Lo and Behold: Reveries of the Connected World,98,Documentary,7.0
tt0081974,1981,Absence of Malice,Absence of Malice,116,"Drama,Romance,Thriller",6.9
tt0869994,2008,Paris,Paris,130,"Comedy,Drama,Romance",6.8
tt0053137,1959,On the Beach,On the Beach,134,"Drama,Romance,Sci-Fi",7.2
tt0238883,2000,Brat 2,Brat 2,122,"Action,Crime,Thriller",7.8
tt0478209,2005,Metal: A Headbanger's Journey,Metal: A Headbanger's Journey,96,"Documentary,Music",8.1
tt0365675,2008,The Red Baron,Der Rote Baron,106,"Action,Adventure,Biography",6.4
tt0080520,1980,Cheech and Chong's Next Movie,Cheech and Chong's Next Movie,99,"Comedy,Crime,Sci-Fi",6.1
tt6952960,2018,The Kindergarten Teacher,The Kindergarten Teacher,96,Drama,6.7
tt1785635,2017,The Vault,The Vault,91,"Crime,Horror,Mystery",4.8
tt0021079,1931,Little Caesar,Little Caesar,79,"Action,Crime,Drama",7.3
tt0151568,1999,Topsy-Turvy,Topsy-Turvy,160,"Biography,Comedy,Drama",7.3
tt0037101,1944,"Murder, My Sweet","Murder, My Sweet",95,"Crime,Drama,Film-Noir",7.6
tt2650978,2014,The Dark Valley,Das finstere Tal,115,"Action,Drama,Western",7.1
tt0030287,1938,Jezebel,Jezebel,104,"Drama,Romance",7.5
tt10060094,2019,The Knight Before Christmas,The Knight Before Christmas,92,"Adventure,Comedy,Drama",5.5
tt5059406,2016,I Am the Pretty Thing That Lives in the House,I Am the Pretty Thing That Lives in the House,89,"Horror,Mystery,Thriller",4.5
tt0069747,1973,The Mad Adventures of Rabbi Jacob,Les aventures de Rabbi Jacob,100,"Adventure,Comedy,Crime",7.4
tt0301727,2001,Winged Migration,Le peuple migrateur,98,Documentary,7.9
tt0050766,1957,Curse of the Demon,Night of the Demon,95,"Fantasy,Horror,Mystery",7.5
tt2077851,2012,Sleepwalk with Me,Sleepwalk with Me,81,Comedy,6.8
tt0158714,1973,Lady Snowblood,Shurayukihime,97,"Action,Drama,Thriller",7.7
tt0073076,1975,Grey Gardens,Grey Gardens,95,"Comedy,Documentary,Drama",7.6
tt0033152,1940,The Thief of Bagdad,The Thief of Bagdad,106,"Adventure,Family,Fantasy",7.5
tt0433442,2006,The Return,The Return,85,"Horror,Mystery,Thriller",4.7
tt0105459,1992,Split Second,Split Second,90,"Action,Crime,Horror",6.2
tt6408226,2017,Newness,Newness,117,"Drama,Romance",6.4
tt1403988,2010,The Romantics,The Romantics,95,"Comedy,Drama,Romance",5.1
tt0038166,1944,The Three Caballeros,The Three Caballeros,71,"Animation,Comedy,Family",6.5
tt0082269,1981,Diva,Diva,117,Thriller,7.2
tt0088083,1984,Sexmission,Seksmisja,117,"Adventure,Comedy,Sci-Fi",7.7
tt3810760,2015,Minimalism: A Documentary About the Important Things,Minimalism: A Documentary About the Important Things,78,Documentary,6.7
tt0083806,1982,Deathtrap,Deathtrap,116,"Comedy,Crime,Mystery",7.0
tt0187696,2000,Anatomy,Anatomie,103,"Horror,Thriller",6.1
tt0112750,1995,Crying Freeman,Crying Freeman,102,"Action,Crime,Thriller",6.5
tt6774786,2018,Occupation,Occupation,119,"Action,Drama,Sci-Fi",5.2
tt1447508,2010,Peepli (Live),Peepli (Live),95,"Comedy,Drama",7.4
tt0792965,2007,Hunting and Gathering,"Ensemble, c'est tout",97,"Drama,Romance",6.8
tt3729920,2014,The Disappearance of Eleanor Rigby: Them,The Disappearance of Eleanor Rigby: Them,123,"Drama,Romance",6.3
tt0053925,1960,House of Usher,House of Usher,79,"Drama,Horror",7.0
tt0109198,1994,Bad Girls,Bad Girls,99,"Action,Adventure,Romance",5.2
tt2217859,2015,Louder Than Bombs,Louder Than Bombs,109,Drama,6.6
tt0423169,2006,Sherrybaby,Sherrybaby,96,Drama,6.6
tt0040636,1948,The Naked City,The Naked City,96,"Crime,Drama,Film-Noir",7.6
tt0196857,1999,Play It to the Bone,Play It to the Bone,124,"Comedy,Drama,Sport",5.5
tt0023027,1932,Horse Feathers,Horse Feathers,68,"Comedy,Musical,Romance",7.6
tt0063611,1968,Shame,Skammen,103,Drama,8.1
tt1757746,2012,Extracted,Extracted,85,"Drama,Sci-Fi",6.5
tt4936450,2016,Graduation,Bacalaureat,128,"Crime,Drama",7.3
tt1121977,2009,Mother and Child,Mother and Child,125,"Drama,Romance",7.2
tt0091159,1986,Gung Ho,Gung Ho,112,"Comedy,Drama",6.3
tt4501454,2015,The Meddler,The Meddler,103,"Comedy,Drama,Romance",6.3
tt2090465,2017,Black Butterfly,Black Butterfly,93,"Mystery,Thriller",6.1
tt0157262,2000,2001: A Space Travesty,2001: A Space Travesty,99,"Comedy,Sci-Fi",3.6
tt2070862,2013,Temptation: Confessions of a Marriage Counselor,Temptation: Confessions of a Marriage Counselor,111,"Drama,Thriller",5.0
tt0787523,2007,Towelhead,Nothing Is Private,124,Drama,6.9
tt1575694,2011,The Hit List,The Hit List,90,"Action,Thriller",5.4
tt2668134,2013,Harlock: Space Pirate,Kyaputen Hârokku,115,"Adventure,Animation,Sci-Fi",6.4
tt0407621,2004,Calvaire,Calvaire,88,Horror,6.2
tt0964516,2008,Fashion,Fashion,167,Drama,6.9
tt0059550,1965,Operation 'Y' & Other Shurik's Adventures,Operatsiya 'Y' i drugie priklyucheniya Shurika,95,"Comedy,Crime,Romance",8.6
tt1990181,2012,Brake,Brake,92,Thriller,6.1
tt0013257,1922,Häxan,Häxan,91,"Fantasy,History,Horror",7.7
tt0368222,2005,Romance & Cigarettes,Romance & Cigarettes,105,"Comedy,Musical,Romance",6.3
tt0499262,2006,Takva: A Man's Fear of God,Takva,96,Drama,7.5
tt0056059,1962,Hatari!,Hatari!,157,"Action,Adventure,Comedy",7.2
tt0070130,1973,La Grande Bouffe,La grande bouffe,130,"Comedy,Drama",7.2
tt6225520,2017,The Man Who Invented Christmas,The Man Who Invented Christmas,104,"Biography,Comedy,Drama",7.0
tt2282016,2014,The Possession of Michael King,The Possession of Michael King,83,Horror,5.7
tt0100201,1990,Mr. Destiny,Mr. Destiny,110,"Comedy,Fantasy,Romance",6.4
tt0119381,1997,Inventing the Abbotts,Inventing the Abbotts,110,"Drama,Romance",6.4
tt2381335,2014,Fed Up,Fed Up,92,Documentary,7.7
tt0389328,2007,Rise: Blood Hunter,Rise,97,"Action,Horror,Mystery",4.9
tt0309912,2002,Nicholas Nickleby,Nicholas Nickleby,132,"Adventure,Drama,Romance",7.1
tt0184907,2000,Snow Day,Snow Day,89,"Adventure,Comedy,Family",5.1
tt0063678,1968,Teorema,Teorema,98,"Drama,Mystery",7.2
tt0042788,1950,Night and the City,Night and the City,101,"Crime,Film-Noir,Mystery",7.9
tt2417712,2017,Goon: Last of the Enforcers,Goon: Last of the Enforcers,101,"Comedy,Sport",5.8
tt3263614,2014,"Kumiko, the Treasure Hunter","Kumiko, the Treasure Hunter",105,Drama,6.6
tt0450336,2009,Blood Creek,Town Creek,90,Horror,5.3
tt0471571,2005,Athadu,Athadu,172,"Action,Thriller",8.2
tt0037988,1945,The Picture of Dorian Gray,The Picture of Dorian Gray,110,"Drama,Fantasy,Horror",7.5
tt0100332,1990,Paris Is Burning,Paris Is Burning,71,Documentary,8.2
tt2017561,2013,Journey to the West,Xi you: Xiang mo pian,110,"Action,Adventure,Comedy",6.8
tt1808197,2011,Incir Reçeli,Incir Reçeli,94,"Drama,Romance",6.5
tt0062695,1968,Stolen Kisses,Baisers volés,91,"Comedy,Drama,Romance",7.7
tt7738784,2018,Peranbu,Peranbu,147,Drama,9.1
tt1518812,2010,Meek's Cutoff,Meek's Cutoff,104,"Drama,Western",6.5
tt0078872,1979,The Black Stallion,The Black Stallion,118,"Adventure,Family,Sport",7.3
tt0101786,1991,Dutch,Dutch,107,"Comedy,Drama",6.5
tt0062687,1968,Asterix & Cleopatra,Astérix et Cléopâtre,72,"Adventure,Animation,Comedy",7.2
tt2776878,2017,Thank You for Your Service,Thank You for Your Service,109,"Biography,Drama,War",6.5
tt0092654,1986,The Big Easy,The Big Easy,102,"Comedy,Crime,Drama",6.5
tt5143226,2017,12 Feet Deep,12 Feet Deep,85,"Horror,Thriller",5.6
tt0216625,2000,Code Unknown,Code inconnu: Récit incomplet de divers voyages,118,Drama,7.2
tt0096098,1988,Shoot to Kill,Shoot to Kill,110,"Action,Adventure,Crime",6.8
tt0050798,1957,Old Yeller,Old Yeller,83,"Adventure,Drama,Family",7.3
tt1865569,2011,Çalgi Çengi,Çalgi Çengi,90,Comedy,7.2
tt2570858,2014,The Duke of Burgundy,The Duke of Burgundy,104,"Drama,Mystery,Romance",6.5
tt4107858,2015,MSG: The Messenger of God,MSG: The Messenger of God,197,"Action,Comedy,Drama",6.0
tt3825638,2014,Labyrinth of Lies,Im Labyrinth des Schweigens,124,"Drama,History",7.3
tt2883434,2014,Black or White,Black or White,121,Drama,6.6
tt0273435,2002,Ararat,Ararat,115,"Drama,War",6.3
tt7334528,2018,Uncle Drew,Uncle Drew,103,"Comedy,Sport",5.7
tt0110093,1994,I Love Trouble,I Love Trouble,123,"Action,Comedy,Romance",5.3
tt1142800,2009,Madea Goes to Jail,Madea Goes to Jail,103,"Comedy,Crime,Drama",4.4
tt3029558,2014,Rurouni Kenshin Part II: Kyoto Inferno,Rurôni Kenshin: Kyôto taika-hen,138,"Action,Adventure,Drama",7.6
tt1075419,2009,Shinjuku Incident,Xin Su shi jian,119,"Action,Crime,Drama",7.0
tt4468634,2016,Certain Women,Certain Women,107,Drama,6.3
tt0379306,2004,A Good Woman,A Good Woman,93,"Comedy,Drama,Romance",6.5
tt1567233,2011,Forks Over Knives,Forks Over Knives,96,Documentary,7.8
tt0078492,1978,The Wild Geese,The Wild Geese,134,"Action,Adventure,Drama",6.8
tt2304426,2013,The Selfish Giant,The Selfish Giant,91,Drama,7.3
tt7286916,2017,The Dawn Wall,The Dawn Wall,100,"Biography,Documentary,Sport",8.1
tt0089961,1985,Santa Claus: The Movie,Santa Claus: The Movie,107,"Adventure,Family,Fantasy",6.3
tt0051337,1958,The 7th Voyage of Sinbad,The 7th Voyage of Sinbad,88,"Action,Adventure,Family",7.1
tt0076054,1976,Freaky Friday,Freaky Friday,95,"Comedy,Family,Fantasy",6.3
tt2070776,2012,Populaire,Populaire,111,"Comedy,Romance,Sport",6.9
tt2784936,2015,Backtrack,Backtrack,90,"Drama,Fantasy,Mystery",5.9
tt0120868,1998,"Torrente, el brazo tonto de la ley","Torrente, el brazo tonto de la ley",97,"Comedy,Crime",6.9
tt2505294,2014,Ask Me Anything,Ask Me Anything,100,Drama,6.0
tt0120125,1998,The Barber of Siberia,Sibirskiy tsiryulnik,180,"Comedy,Drama,History",7.8
tt1196956,2013,One Chance,One Chance,103,"Biography,Comedy,Drama",6.8
tt0425326,2006,Outsourced,Outsourced,103,"Comedy,Drama,Romance",7.0
tt1658801,2015,Freeheld,Freeheld,103,"Biography,Drama,Romance",6.6
tt1784575,2011,The Parade,Parada,115,"Comedy,Drama",7.3
tt0023042,1932,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,92,"Crime,Drama,Film-Noir",8.2
tt0858486,2007,Battle for Terra,Terra,85,"Action,Adventure,Animation",6.6
tt0106471,1993,Boxing Helena,Boxing Helena,107,"Drama,Mystery,Romance",4.8
tt0087578,1984,Wheels on Meals,Kuai can che,108,"Action,Comedy,Crime",7.2
tt0492619,2006,The Foot Fist Way,The Foot Fist Way,85,Comedy,6.3
tt0926063,2008,Dance of the Dead,Dance of the Dead,87,"Comedy,Horror",5.8
tt1235448,2009,The Thaw,The Thaw,90,"Horror,Sci-Fi,Thriller",5.2
tt3802576,2015,Brothers,Brothers,156,"Action,Drama,Sport",6.5
tt3908142,2016,The Love Witch,The Love Witch,120,"Comedy,Horror,Romance",6.2
tt0462229,2007,Code Name: The Cleaner,Code Name: The Cleaner,84,"Action,Comedy,Crime",4.6
tt2258281,2012,Beyond the Hills,Dupa dealuri,152,Drama,7.5
tt5311542,2018,Never Look Away,Werk ohne Autor,189,"Drama,History,Romance",7.7
tt0032701,1940,The Letter,The Letter,95,"Crime,Drama,Film-Noir",7.6
tt5164184,2018,In Darkness,In Darkness,100,"Mystery,Thriller",5.8
tt0395125,2004,El Crimen Perfecto (The Perfect Crime),Crimen ferpecto,105,"Comedy,Crime,Thriller",7.1
tt0088024,1984,Runaway,Runaway,99,"Action,Crime,Sci-Fi",5.9
tt4163020,2015,Tales of Halloween,Tales of Halloween,92,"Comedy,Horror",5.5
tt0060268,1966,Cul-de-sac,Cul-de-sac,112,"Comedy,Drama,Thriller",7.1
tt4600952,2017,Zashchitniki,Zashchitniki,89,"Action,Adventure,Fantasy",3.9
tt3759416,2014,Astérix: Le domaine des dieux,Astérix: Le domaine des dieux,85,"Adventure,Animation,Comedy",6.9
tt1104806,2008,One Week,One Week,94,"Adventure,Drama",7.0
tt2064968,2014,The Longest Week,The Longest Week,86,"Comedy,Drama,Romance",5.4
tt0468094,2006,The Road to Guantanamo,The Road to Guantanamo,95,"Documentary,Drama,War",7.4
tt1772424,2011,Where Do We Go Now?,Et maintenant on va où?,110,"Comedy,Drama",7.5
tt1411664,2011,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,97,Comedy,3.2
tt4193394,2016,Indignation,Indignation,110,"Drama,Romance",6.7
tt0111001,1994,The Road to Wellville,The Road to Wellville,118,"Comedy,Drama",5.9
tt1477855,2012,Hyde Park on Hudson,Hyde Park on Hudson,94,"Biography,Comedy,Drama",5.8
tt0069191,1972,Roma,Roma,120,"Comedy,Drama",7.4
tt3793788,2016,The Escort,The Escort,88,"Comedy,Drama,Romance",6.0
tt0095560,1988,Mac and Me,Mac and Me,95,"Adventure,Family,Fantasy",3.3
tt0110516,1994,Milk Money,Milk Money,110,"Comedy,Romance",5.6
tt0443496,2005,Edmond,Edmond,82,"Drama,Thriller",6.2
tt2465578,2013,Human Capital,Il capitale umano,111,"Crime,Drama",7.3
